Video analysis state log

Face Model	General
Calibration	Continuous
Start time	11/20/2022 20:10:17.165
Filename	C:\Charles-Pension\Session-11112022\16-11\PC2-16-11-2022-15-37-15.mp4
Frame rate	7.098829224

Age	Gender
27.000000000	Female


Video Time	Dominant Expression
00:00:00.000	Unknown
00:00:01.408	Neutral
00:00:22.961	Sad
00:00:23.806	Neutral
00:00:48.740	Sad
00:00:50.149	Neutral
00:01:41.002	Sad
00:01:42.129	Neutral
00:01:43.115	Sad
00:01:46.214	Neutral
00:02:07.908	Sad
00:02:09.739	Neutral
00:02:39.744	Sad
00:02:40.448	Neutral
00:02:45.942	Sad
00:02:48.337	Neutral
00:02:49.182	Sad
00:02:50.591	Neutral
00:02:56.789	Sad
00:03:02.424	Neutral
00:03:14.961	Unknown
00:03:15.525	Neutral
00:03:36.937	Sad
00:03:37.923	Neutral
00:03:47.220	Surprised
00:03:48.065	Neutral
00:06:13.864	Sad
00:06:14.568	Neutral
00:06:15.273	Sad
00:06:16.118	Neutral
00:06:23.725	Sad
00:06:33.586	Neutral
00:06:45.559	Sad
00:06:47.672	Neutral
00:06:50.490	Sad
00:06:51.617	Neutral
00:07:18.945	Sad
00:07:19.649	Neutral
00:07:38.526	Sad
00:07:39.371	Neutral
00:07:44.724	Sad
00:07:59.797	Neutral
00:08:14.588	Sad
00:08:15.715	Neutral
00:08:32.901	Sad
00:08:34.451	Neutral
00:08:36.564	Sad
00:08:37.831	Neutral
00:08:39.381	Sad
00:08:47.833	Neutral
00:09:08.118	Sad
00:09:08.963	Neutral
00:09:09.949	Sad
00:09:10.654	Neutral
00:09:14.457	Sad
00:09:15.443	Neutral
00:09:16.711	Sad
00:09:18.401	Neutral
00:09:26.994	Sad
00:09:28.121	Neutral
00:09:37.700	Sad
00:09:38.827	Neutral
00:09:44.744	Sad
00:09:50.519	Unknown
00:09:51.787	Neutral
00:11:05.180	Sad
00:11:07.434	Neutral
00:11:20.816	Sad
00:11:21.802	Neutral
00:11:50.117	Sad
00:11:51.244	Neutral
00:14:40.286	Sad
00:14:40.990	Neutral
00:15:02.965	Sad
00:15:04.233	Neutral
00:16:44.390	Sad
00:16:45.095	Neutral
00:16:53.688	Sad
00:16:57.350	Neutral
00:17:16.086	Sad
00:17:17.072	Neutral
00:17:18.058	Sad
00:17:21.861	Neutral
00:17:26.510	Sad
00:17:27.355	Neutral
00:17:33.272	Sad
00:17:40.879	Neutral
00:17:49.190	Sad
00:17:51.021	Neutral
00:17:53.698	Sad
00:17:54.543	Neutral
00:18:19.617	Sad
00:18:20.604	Neutral
00:18:21.449	Sad
00:18:22.153	Neutral
00:18:54.694	Sad
00:18:55.539	Neutral
00:19:24.839	Sad
00:19:26.812	Neutral
00:19:31.038	Sad
00:19:31.883	Neutral
00:19:48.364	Sad
00:19:50.900	Neutral
00:19:54.844	Sad
00:19:55.690	Neutral
00:19:57.521	Sad
00:19:59.211	Neutral
00:20:31.188	Sad
00:20:34.992	Neutral
00:20:46.261	Sad
00:20:47.811	Neutral
00:21:03.729	Sad
00:21:05.983	Neutral
00:22:04.162	Unknown
00:22:05.007	Neutral
00:22:27.968	Sad
00:22:29.800	Neutral
00:22:31.772	Sad
00:22:32.758	Neutral
00:22:33.462	Sad
00:22:35.575	Neutral
00:22:56.987	Sad
00:22:57.973	Neutral
00:23:01.495	Sad
00:23:02.904	Neutral
00:23:26.288	Unknown
00:23:28.401	Neutral
00:24:25.593	Unknown
00:24:27.284	Neutral
00:25:46.733	Sad
00:25:48.142	Neutral
00:27:53.092	Sad
00:27:54.360	Neutral
00:28:48.594	Sad
00:28:49.440	Neutral
00:29:58.042	Unknown
00:29:59.029	Neutral
00:33:01.735	Sad
00:33:03.707	Neutral
00:33:05.256	Sad
00:33:07.369	Neutral
00:33:09.764	Sad
00:33:12.300	Neutral
00:33:23.428	Unknown
00:33:25.964	Neutral
00:33:37.656	Unknown
00:33:39.347	Neutral
00:33:54.419	Sad
00:33:55.265	Neutral
00:34:13.014	Sad
00:34:15.972	Neutral
00:35:16.123	Sad
00:35:20.067	Neutral
00:35:23.730	Sad
00:35:26.688	Unknown
00:35:27.956	Neutral
00:35:34.295	Sad
00:35:35.281	Neutral
00:35:37.112	Sad
00:35:37.817	Neutral
00:35:39.366	Sad
00:35:41.479	Neutral
00:35:59.370	Sad
00:36:00.919	Neutral
00:36:03.455	Sad
00:36:04.441	Neutral
00:36:05.145	Sad
00:36:07.399	Neutral
00:37:00.084	Sad
00:37:01.352	Neutral
00:37:06.705	Surprised
00:37:09.099	Neutral
00:37:21.355	Unknown
00:37:22.905	Neutral
00:37:23.891	Unknown
00:37:25.018	Neutral
00:37:36.569	Surprised
00:37:37.273	Neutral
00:37:41.217	Unknown
00:37:45.443	Neutral
00:37:54.036	END
