Video analysis state log

Face Model	General
Calibration	Continuous
Start time	11/18/2022 13:18:01.147
Filename	C:\Charles-Pension\Session-11112022\15-11\PC10-15-11-2022-14-44-37.mp4
Frame rate	6.692160925

Age	Gender
25.000000000	Male


Video Time	Dominant Expression
00:00:00.000	Unknown
00:00:01.344	Neutral
00:00:37.357	Unknown
00:00:39.299	Neutral
00:01:08.886	Angry
00:01:09.783	Neutral
00:01:12.921	Angry
00:01:14.265	Neutral
00:02:26.888	Angry
00:02:29.577	Neutral
00:03:10.371	Angry
00:03:11.268	Neutral
00:03:19.188	Angry
00:03:20.084	Neutral
00:03:35.625	Angry
00:03:41.154	Neutral
00:03:41.901	Angry
00:03:49.671	Neutral
00:03:51.614	Angry
00:03:58.487	Neutral
00:03:59.683	Angry
00:04:15.522	Happy
00:04:17.315	Neutral
00:04:56.167	Angry
00:05:01.845	Neutral
00:05:46.973	Angry
00:05:48.467	Neutral
00:05:49.662	Angry
00:05:52.501	Neutral
00:06:01.019	Angry
00:06:13.421	Neutral
00:06:56.158	Angry
00:07:13.492	Neutral
00:07:34.113	Angry
00:08:04.297	Neutral
00:08:05.642	Angry
00:08:09.378	Neutral
00:08:11.321	Angry
00:08:32.689	Neutral
00:08:37.769	Angry
00:08:41.057	Neutral
00:08:42.402	Angry
00:08:43.597	Neutral
00:08:46.436	Angry
00:08:48.678	Neutral
00:08:49.724	Angry
00:08:53.011	Neutral
00:08:54.655	Angry
00:08:56.747	Neutral
00:09:00.483	Angry
00:09:11.839	Neutral
00:09:17.368	Angry
00:09:18.563	Neutral
00:09:21.552	Angry
00:09:28.874	Neutral
00:09:29.920	Angry
00:09:43.369	Neutral
00:09:53.978	Angry
00:10:01.151	Neutral
00:10:02.645	Angry
00:10:04.438	Neutral
00:10:05.484	Angry
00:10:07.725	Neutral
00:10:18.783	Angry
00:10:21.473	Neutral
00:10:22.818	Angry
00:10:24.163	Neutral
00:10:26.852	Angry
00:10:34.623	Neutral
00:10:37.462	Angry
00:10:40.002	Neutral
00:12:34.763	Unknown
00:12:36.257	Neutral
00:13:37.374	Angry
00:13:40.512	Neutral
00:13:41.558	Angry
00:13:43.052	Neutral
00:13:44.546	Unknown
00:13:45.891	Angry
00:13:49.029	Neutral
00:13:49.926	Angry
00:13:50.972	Neutral
00:14:47.904	Angry
00:14:59.261	Neutral
00:15:06.284	Angry
00:15:14.054	Neutral
00:15:16.744	Angry
00:15:17.491	Neutral
00:16:17.262	Angry
00:16:19.055	Neutral
00:16:20.400	Angry
00:16:22.343	Neutral
00:16:25.481	Angry
00:16:26.527	Neutral
00:16:29.067	Angry
00:16:30.711	Neutral
00:16:33.401	Angry
00:16:34.596	Neutral
00:16:55.665	Angry
00:16:56.861	Neutral
00:17:05.827	Angry
00:17:07.769	Neutral
00:17:13.896	Angry
00:17:14.792	Neutral
00:18:29.507	Angry
00:18:35.035	Neutral
00:18:36.530	Angry
00:18:37.576	Neutral
00:18:52.519	Angry
00:18:54.760	Neutral
00:18:59.542	Angry
00:19:00.588	Neutral
00:19:02.231	Angry
00:19:04.174	Neutral
00:19:06.415	Angry
00:19:08.507	Neutral
00:19:20.013	Angry
00:19:25.692	Neutral
00:19:30.324	Angry
00:19:31.370	Neutral
00:20:03.945	Angry
00:20:25.911	Neutral
00:20:56.096	Angry
00:20:57.142	Neutral
00:20:59.981	Angry
00:21:02.970	Neutral
00:21:04.613	Angry
00:21:06.257	Neutral
00:21:08.648	Angry
00:21:10.740	Neutral
00:21:14.476	Angry
00:21:22.844	Neutral
00:21:23.890	Angry
00:21:24.786	Neutral
00:21:25.982	Angry
00:21:30.016	Neutral
00:21:31.361	Angry
00:21:38.384	Neutral
00:22:00.948	Unknown
00:22:08.419	Neutral
00:22:11.707	Unknown
00:22:12.753	Neutral
00:22:21.868	Unknown
00:22:23.661	Angry
00:22:25.604	Neutral
00:22:29.638	END
