Video analysis state log

Face Model	General
Calibration	Continuous
Start time	11/20/2022 20:02:39.903
Filename	C:\Charles-Pension\Session-11112022\16-11\PC14-16-11-2022-15-38-31.mp4
Frame rate	6.541599194

Age	Gender
28.000000000	Female


Video Time	Dominant Expression
00:00:00.000	Unknown
00:00:01.375	Neutral
00:00:07.490	Happy
00:00:09.783	Neutral
00:00:10.700	Happy
00:00:12.688	Neutral
00:00:16.815	Unknown
00:00:19.872	Neutral
00:00:33.019	Angry
00:00:34.395	Neutral
00:00:43.261	Unknown
00:00:52.433	Neutral
00:00:53.656	Unknown
00:00:56.713	Neutral
00:01:01.911	Unknown
00:01:03.134	Neutral
00:01:08.331	Unknown
00:01:09.249	Happy
00:01:10.930	Neutral
00:01:52.663	Angry
00:01:55.568	Neutral
00:02:51.670	Angry
00:02:52.740	Neutral
00:03:44.104	Angry
00:03:47.008	Neutral
00:03:50.677	Unknown
00:03:51.289	Neutral
00:04:31.034	Happy
00:04:33.174	Neutral
00:05:51.290	Angry
00:05:52.818	Neutral
00:06:17.889	Angry
00:06:19.112	Neutral
00:06:31.800	Angry
00:06:33.023	Neutral
00:07:23.469	Unknown
00:07:24.081	Neutral
00:07:26.221	Angry
00:07:27.749	Unknown
00:07:29.125	Neutral
00:08:44.642	Angry
00:08:45.406	Neutral
00:08:49.992	Angry
00:08:54.273	Neutral
00:09:05.585	Angry
00:09:06.502	Neutral
00:09:09.254	Angry
00:09:10.935	Neutral
00:09:19.037	Angry
00:09:20.107	Neutral
00:09:35.241	Angry
00:09:37.076	Unknown
00:09:37.687	Angry
00:09:41.662	Neutral
00:09:44.719	Angry
00:09:48.541	Neutral
00:09:58.477	Unknown
00:09:59.088	Neutral
00:10:52.134	Angry
00:10:55.955	Neutral
00:11:36.618	Angry
00:11:37.382	Neutral
00:11:45.943	Angry
00:11:48.236	Neutral
00:11:52.058	Angry
00:12:01.230	Neutral
00:12:34.096	Angry
00:12:38.682	Neutral
00:12:50.912	Angry
00:12:52.441	Neutral
00:13:49.307	Angry
00:13:50.072	Neutral
00:13:51.753	Angry
00:13:53.282	Neutral
00:13:54.199	Angry
00:13:54.964	Neutral
00:13:56.034	Angry
00:13:58.632	Neutral
00:14:57.181	Angry
00:14:58.251	Neutral
00:15:09.104	Angry
00:15:11.550	Neutral
00:15:12.773	Angry
00:15:14.608	Neutral
00:15:22.863	Angry
00:15:23.780	Neutral
00:16:04.901	Angry
00:16:09.487	Neutral
00:16:49.386	Angry
00:16:51.220	Neutral
00:19:57.719	Angry
00:20:01.235	Neutral
00:20:12.394	Angry
00:20:13.159	Neutral
00:21:32.038	Happy
00:21:34.484	Neutral
00:22:20.650	Happy
00:22:21.873	Neutral
00:24:26.613	Happy
00:24:28.448	Neutral
00:24:37.926	Happy
00:24:41.442	Neutral
00:24:55.353	Happy
00:24:56.117	Neutral
00:24:56.881	Happy
00:24:57.646	Neutral
00:25:08.499	Angry
00:25:09.569	Neutral
00:25:30.818	Angry
00:25:32.347	Neutral
00:25:48.245	Happy
00:25:49.468	Neutral
00:26:01.086	Happy
00:26:02.614	Neutral
00:26:19.277	Angry
00:26:20.347	Neutral
00:26:23.863	Happy
00:26:26.156	Neutral
00:27:23.176	Unknown
00:27:33.724	Neutral
00:27:35.252	Unknown
00:27:39.380	Neutral
00:27:40.297	Unknown
00:27:42.896	Neutral
00:27:46.259	Unknown
00:27:47.329	Neutral
00:28:07.507	Unknown
00:28:18.820	Neutral
00:28:19.890	Unknown
00:28:21.113	Neutral
00:28:22.488	Unknown
00:28:25.240	Neutral
00:28:26.922	Unknown
00:28:29.826	Neutral
00:28:30.590	Unknown
00:28:31.508	Neutral
00:28:32.425	Unknown
00:28:33.495	Neutral
00:28:34.412	Unknown
00:28:36.247	Neutral
00:28:37.317	Unknown
00:28:41.444	Neutral
00:28:48.782	Unknown
00:28:56.425	Neutral
00:29:44.426	Happy
00:29:46.107	Neutral
00:30:16.528	Happy
00:30:17.904	Neutral
00:30:34.260	Angry
00:30:35.789	Unknown
00:30:37.776	Angry
00:30:39.764	Unknown
00:30:41.292	Neutral
00:30:47.866	Unknown
00:30:52.299	Neutral
00:30:55.203	Angry
00:30:56.273	Neutral
00:31:09.879	Unknown
00:31:11.866	Neutral
00:31:15.229	Unknown
00:31:17.981	Neutral
00:31:26.541	Unknown
00:31:28.529	Neutral
00:31:29.293	Unknown
00:31:30.516	Neutral
00:31:32.962	Happy
00:31:36.631	Unknown
00:31:41.369	Neutral
00:31:45.344	Unknown
00:32:08.121	Neutral
00:32:13.013	Unknown
00:32:17.905	END
