Video analysis state log

Face Model	General
Calibration	Continuous
Start time	1/11/2023 16:42:49.707
Filename	C:\Charles-Pension\Session-11212022\22-12\PC13-22-12-2022-12-21-32.mp4
Frame rate	6.729915202

Age	Gender
25.000000000	Male


Video Time	Dominant Expression
00:00:00.000	Unknown
00:00:01.337	Neutral
00:00:11.292	Sad
00:00:12.481	Neutral
00:00:31.501	Sad
00:00:33.135	Neutral
00:00:34.472	Sad
00:00:35.215	Neutral
00:00:56.761	Unknown
00:00:58.395	Neutral
00:01:08.054	Sad
00:01:09.688	Neutral
00:01:13.106	Sad
00:01:13.849	Neutral
00:01:26.182	Sad
00:01:26.925	Neutral
00:01:33.760	Unknown
00:01:35.840	Neutral
00:01:55.454	Unknown
00:01:56.494	Neutral
00:02:13.434	Sad
00:02:14.325	Neutral
00:02:23.092	Sad
00:02:25.767	Neutral
00:02:32.007	Sad
00:02:33.642	Neutral
00:02:35.722	Sad
00:02:38.100	Neutral
00:02:38.991	Sad
00:02:43.152	Neutral
00:02:44.340	Sad
00:02:45.678	Neutral
00:02:49.541	Surprised
00:02:51.324	Neutral
00:03:06.332	Sad
00:03:07.223	Neutral
00:03:32.335	Sad
00:03:35.455	Neutral
00:03:40.359	Sad
00:03:41.102	Neutral
00:04:20.478	Unknown
00:04:21.667	Neutral
00:04:33.703	Sad
00:04:38.606	Neutral
00:04:45.590	Unknown
00:04:46.333	Neutral
00:04:53.020	Sad
00:04:56.140	Neutral
00:04:57.031	Unknown
00:04:58.072	Neutral
00:05:11.296	Sad
00:05:12.188	Neutral
00:05:24.223	Sad
00:05:26.007	Neutral
00:05:34.922	Surprised
00:05:35.962	Neutral
00:05:52.010	Sad
00:05:52.753	Neutral
00:06:02.263	Surprised
00:06:03.303	Neutral
00:08:03.364	Sad
00:08:05.295	Neutral
00:08:18.668	Sad
00:08:20.154	Neutral
00:08:21.492	Happy
00:08:22.383	Neutral
00:08:25.652	Sad
00:08:28.030	Neutral
00:08:53.439	Sad
00:08:55.667	Neutral
00:08:58.788	Sad
00:08:59.679	Neutral
00:09:04.137	Sad
00:09:05.920	Neutral
00:09:27.614	Sad
00:09:29.100	Neutral
00:09:35.044	Unknown
00:09:36.530	Neutral
00:09:37.421	Sad
00:09:38.164	Neutral
00:10:06.396	Unknown
00:10:09.071	Neutral
00:10:16.946	Unknown
00:10:17.541	Neutral
00:10:27.348	Sad
00:10:28.091	Neutral
00:10:33.291	Sad
00:10:35.372	Neutral
00:10:44.733	Sad
00:10:47.407	Neutral
00:10:50.379	Sad
00:10:52.905	Neutral
00:11:07.913	Sad
00:11:15.640	Neutral
00:11:22.177	Sad
00:11:24.406	Neutral
00:11:25.595	Sad
00:11:26.784	Neutral
00:11:29.161	Sad
00:11:32.133	Unknown
00:11:34.213	Sad
00:11:37.185	Neutral
00:11:37.928	Sad
00:11:39.265	Neutral
00:11:46.546	Sad
00:11:50.558	Neutral
00:11:52.341	Sad
00:11:53.976	Neutral
00:12:34.690	Sad
00:12:35.878	Neutral
00:12:52.075	Happy
00:12:53.412	Neutral
00:13:17.335	Sad
00:13:18.078	Neutral
00:13:21.347	Sad
00:13:22.090	Neutral
00:13:48.093	Unknown
00:13:51.362	Neutral
00:13:55.077	Sad
00:13:58.049	Neutral
00:13:59.089	Happy
00:14:00.426	Neutral
00:14:47.826	Sad
00:14:48.867	Neutral
00:14:50.501	Sad
00:14:51.244	Neutral
00:15:46.965	Sad
00:15:47.708	Neutral
00:16:37.486	Sad
00:16:38.675	Neutral
00:16:56.654	Sad
00:16:57.843	Unknown
00:16:59.923	Neutral
00:17:10.770	Sad
00:17:12.108	Neutral
00:17:14.188	Sad
00:17:15.377	Neutral
00:17:19.389	Unknown
00:17:20.131	Neutral
00:17:38.408	Sad
00:17:39.300	Neutral
00:17:42.123	Sad
00:17:42.866	Neutral
00:17:48.364	Sad
00:17:49.404	Neutral
00:17:58.616	Sad
00:18:14.813	Neutral
00:19:01.024	Sad
00:19:01.916	Neutral
00:19:03.550	Sad
00:19:08.751	Neutral
00:19:09.643	Sad
00:19:10.683	Neutral
00:19:12.020	Sad
00:19:14.992	Neutral
00:19:32.228	Sad
00:19:33.120	Neutral
00:19:36.240	Unknown
00:19:36.835	Neutral
00:19:48.722	Sad
00:19:49.910	Neutral
00:20:27.801	Sad
00:20:28.841	Neutral
00:20:39.837	Sad
00:20:40.580	Neutral
00:20:45.929	Sad
00:20:47.118	Neutral
00:21:08.218	Sad
00:21:09.109	Neutral
00:21:38.530	Unknown
00:21:39.719	Neutral
00:22:39.303	Unknown
00:22:41.681	Neutral
00:22:57.729	Sad
00:22:59.215	Neutral
00:23:12.290	Unknown
00:23:20.463	Neutral
00:23:24.029	Sad
00:23:28.635	Neutral
00:24:04.148	Sad
00:24:05.634	Neutral
00:24:06.377	Sad
00:24:07.269	Neutral
00:24:11.578	Sad
00:24:17.670	Neutral
00:24:18.413	Sad
00:24:20.791	Neutral
00:24:22.128	Sad
00:24:23.168	Neutral
00:25:19.187	Sad
00:25:19.929	Neutral
00:25:24.536	Sad
00:25:26.616	Neutral
00:25:31.074	Sad
00:25:33.451	Neutral
00:25:50.242	Sad
00:25:51.876	Neutral
00:25:53.362	Sad
00:25:54.254	Neutral
00:25:58.563	Sad
00:25:59.455	Neutral
00:26:00.197	Sad
00:26:09.113	Neutral
00:26:10.599	Sad
00:26:12.530	Neutral
00:26:17.137	Sad
00:26:18.325	Neutral
00:27:00.377	END
