Video analysis state log

Face Model	General
Calibration	Continuous
Start time	1/12/2023 03:28:48.897
Filename	C:\Charles-Pension\Session-11212022\24-11\PC3-24-11-2022-16-39-55.mp4
Frame rate	6.921027373

Age	Gender
22.000000000	Female


Video Time	Dominant Expression
00:00:00.000	Unknown
00:00:01.300	Neutral
00:01:13.688	Sad
00:01:14.410	Neutral
00:05:32.176	Sad
00:05:33.765	Unknown
00:05:36.510	Neutral
00:05:39.400	Sad
00:05:43.012	Neutral
00:05:46.191	Sad
00:05:48.358	Neutral
00:05:49.081	Sad
00:05:49.803	Neutral
00:06:12.777	Sad
00:06:13.643	Neutral
00:06:16.100	Sad
00:06:17.111	Neutral
00:06:20.868	Sad
00:06:23.902	Unknown
00:06:25.202	Neutral
00:06:42.541	Sad
00:06:44.130	Neutral
00:07:28.199	Sad
00:07:29.210	Neutral
00:07:36.146	Surprised
00:07:36.868	Neutral
00:07:37.735	Surprised
00:07:38.746	Neutral
00:09:05.005	Sad
00:09:06.161	Neutral
00:09:09.629	Sad
00:09:11.941	Neutral
00:10:13.926	Sad
00:10:14.937	Neutral
00:10:16.526	Sad
00:10:17.827	Neutral
00:10:23.462	Sad
00:10:45.279	Neutral
00:10:56.694	Sad
00:10:57.561	Neutral
00:11:00.162	Sad
00:11:13.888	Neutral
00:12:44.626	Sad
00:12:45.348	Neutral
00:13:05.865	Sad
00:13:08.033	Neutral
00:14:50.474	Sad
00:14:52.353	Neutral
00:14:58.566	Sad
00:14:59.288	Neutral
00:15:12.003	Sad
00:15:17.493	Neutral
00:15:34.109	Angry
00:15:35.121	Neutral
00:15:36.277	Angry
00:15:38.733	Neutral
00:16:16.011	Surprised
00:16:18.900	Neutral
00:16:28.003	Sad
00:16:33.494	Neutral
00:16:35.083	Sad
00:16:37.250	Neutral
00:16:42.018	Sad
00:16:44.908	Neutral
00:16:46.064	Sad
00:16:48.809	Neutral
00:16:51.843	Unknown
00:16:53.144	Sad
00:17:03.980	Neutral
00:17:05.136	Sad
00:17:05.859	Neutral
00:17:50.650	Sad
00:17:51.372	Neutral
00:17:54.984	Sad
00:17:55.851	Neutral
00:18:05.965	Sad
00:18:06.688	Neutral
00:18:13.479	Sad
00:18:23.015	Neutral
00:18:24.460	Sad
00:18:25.905	Neutral
00:18:29.372	Sad
00:18:31.684	Neutral
00:18:33.562	Sad
00:18:37.319	Neutral
00:18:41.509	Sad
00:18:43.388	Neutral
00:18:46.133	Sad
00:18:49.456	Neutral
00:18:51.190	Sad
00:18:53.213	Neutral
00:19:01.593	Sad
00:19:03.616	Neutral
00:19:05.205	Sad
00:19:06.072	Neutral
00:19:09.540	Sad
00:19:10.696	Neutral
00:19:14.019	Sad
00:19:24.278	Neutral
00:19:25.722	Sad
00:19:31.791	Neutral
00:19:32.658	Sad
00:19:49.563	Neutral
00:19:51.586	Happy
00:19:52.453	Neutral
00:19:59.099	Sad
00:20:01.411	Neutral
00:20:04.156	Sad
00:20:12.681	Neutral
00:20:21.639	Sad
00:20:29.586	Neutral
00:20:34.932	Sad
00:20:37.244	Neutral
00:20:39.700	Sad
00:20:44.179	Neutral
00:21:00.073	Sad
00:21:05.563	Neutral
00:21:07.441	Sad
00:21:22.324	Neutral
00:21:24.780	Sad
00:21:26.080	Neutral
00:21:29.114	Sad
00:21:29.981	Neutral
00:21:36.483	Sad
00:21:43.130	Neutral
00:21:45.008	Sad
00:21:51.943	Neutral
00:21:55.989	Sad
00:22:02.491	Neutral
00:22:04.080	Sad
00:22:06.826	Neutral
00:22:09.571	Sad
00:22:11.016	Neutral
00:22:12.894	Sad
00:22:17.662	Neutral
00:22:24.020	Sad
00:22:26.042	Unknown
00:22:26.620	Sad
00:22:31.677	Neutral
00:22:32.978	Sad
00:22:37.746	Neutral
00:22:45.548	Sad
00:22:47.427	Neutral
00:23:03.898	Sad
00:23:07.510	Neutral
00:23:16.613	Sad
00:23:28.316	Neutral
00:23:30.195	Sad
00:23:34.240	Neutral
00:23:35.252	Sad
00:23:36.697	Neutral
00:23:37.853	Sad
00:23:44.788	Neutral
00:23:45.944	Sad
00:23:55.769	Neutral
00:24:18.453	Sad
00:24:22.499	Neutral
00:24:23.511	Sad
00:24:38.537	Neutral
00:24:43.016	Sad
00:24:49.374	Happy
00:24:52.119	Neutral
00:24:53.853	Sad
00:25:01.655	Neutral
00:25:07.146	Sad
00:25:09.169	Neutral
00:25:46.880	Unknown
00:25:47.747	Neutral
00:25:50.058	Unknown
00:25:51.503	Neutral
00:27:07.793	Happy
00:27:10.827	Neutral
00:27:15.739	Sad
00:27:19.785	Neutral
00:27:20.652	Sad
00:27:21.952	Neutral
00:28:25.238	END
