Video analysis state log

Face Model	General
Calibration	Continuous
Start time	11/21/2022 00:18:03.944
Filename	C:\Charles-Pension\Session-11112022\17-11\PC13-17-11-2022-16-53-05.mp4
Frame rate	5.987679689

Age	Gender
36.000000000	Female


Video Time	Dominant Expression
00:00:00.000	Unknown
00:00:01.169	Neutral
00:01:44.381	Unknown
00:01:48.222	Neutral
00:01:52.397	Unknown
00:01:54.234	Neutral
00:02:16.279	Sad
00:02:17.114	Neutral
00:04:40.910	Sad
00:04:41.578	Neutral
00:04:48.592	Happy
00:04:49.260	Neutral
00:04:52.099	Happy
00:04:52.934	Neutral
00:04:58.279	Sad
00:05:00.116	Neutral
00:05:20.491	Sad
00:05:21.326	Neutral
00:05:46.878	Sad
00:05:48.215	Neutral
00:05:58.903	Angry
00:05:59.738	Neutral
00:06:20.781	Unknown
00:06:23.621	Sad
00:06:24.957	Neutral
00:06:52.847	Sad
00:06:53.515	Neutral
00:06:57.356	Unknown
00:06:58.025	Neutral
00:07:03.703	Sad
00:07:04.371	Neutral
00:07:18.901	Unknown
00:07:22.241	Neutral
00:07:29.255	Unknown
00:07:32.429	Neutral
00:07:33.264	Unknown
00:07:34.433	Neutral
00:07:36.270	Unknown
00:07:37.105	Neutral
00:07:48.461	Angry
00:07:49.463	Neutral
00:07:51.468	Sad
00:07:52.470	Neutral
00:07:54.808	Sad
00:07:56.812	Neutral
00:07:59.818	Sad
00:08:00.486	Neutral
00:08:44.911	Angry
00:08:47.082	Neutral
00:09:11.799	Sad
00:09:12.968	Neutral
00:10:08.415	Angry
00:10:09.251	Neutral
00:10:14.595	Angry
00:10:17.267	Neutral
00:10:49.333	Sad
00:10:50.669	Neutral
00:12:07.827	Unknown
00:12:25.697	Neutral
00:12:28.203	Unknown
00:13:18.806	Neutral
00:13:25.654	Unknown
00:13:26.322	Neutral
00:13:41.186	Unknown
00:13:44.526	Neutral
00:13:45.695	Unknown
00:13:47.532	Neutral
00:13:53.878	Sad
00:13:54.880	Neutral
00:13:56.217	Sad
00:13:58.388	Neutral
00:13:59.724	Sad
00:14:02.062	Neutral
00:14:03.231	Sad
00:14:03.899	Neutral
00:14:04.567	Angry
00:14:07.072	Neutral
00:14:08.074	Angry
00:14:09.076	Neutral
00:14:11.080	Sad
00:14:12.082	Neutral
00:14:24.775	Sad
00:14:25.443	Neutral
00:14:28.616	Sad
00:14:29.284	Neutral
00:14:41.476	Sad
00:14:42.311	Neutral
00:14:43.313	Sad
00:14:44.649	Neutral
00:14:49.326	Sad
00:14:54.002	Neutral
00:14:56.674	Sad
00:14:58.177	Neutral
00:15:29.241	Sad
00:15:33.249	Neutral
00:15:35.921	Sad
00:15:37.257	Neutral
00:16:56.420	Angry
00:16:58.424	Neutral
00:16:59.593	Angry
00:17:04.436	Neutral
00:17:05.104	Angry
00:17:07.109	Neutral
00:17:07.777	Angry
00:17:14.123	Neutral
00:18:16.418	Unknown
00:18:30.112	Neutral
00:18:34.622	Angry
00:18:35.457	Neutral
00:18:44.308	Angry
00:18:47.147	Neutral
00:18:48.984	Angry
00:18:49.652	Neutral
00:19:20.382	Angry
00:19:21.217	Neutral
00:19:52.114	Angry
00:19:53.283	Neutral
00:20:03.972	Sad
00:20:04.974	Neutral
00:20:16.664	Angry
00:20:17.332	Neutral
00:20:18.001	Angry
00:20:20.840	Neutral
00:20:24.514	Angry
00:20:25.850	Neutral
00:20:27.687	Angry
00:20:28.856	Neutral
00:20:37.374	Unknown
00:20:55.077	Neutral
00:21:08.771	Angry
00:21:14.450	Neutral
00:21:26.307	Unknown
00:21:41.505	Neutral
00:21:42.340	Angry
00:21:43.008	Neutral
00:21:43.676	Unknown
00:22:04.720	Neutral
00:22:25.429	Angry
00:22:26.264	Neutral
00:22:44.802	Angry
00:22:46.138	Neutral
00:22:47.641	Angry
00:22:49.478	Neutral
00:22:51.148	Angry
00:22:54.322	Neutral
00:22:55.491	Angry
00:22:56.326	Neutral
00:22:58.497	Angry
00:23:04.342	Unknown
00:23:13.027	Neutral
00:23:58.620	Angry
00:24:00.290	Neutral
00:24:12.315	Unknown
00:24:13.317	Neutral
00:24:14.152	Happy
00:24:15.989	Neutral
00:24:17.492	Happy
00:24:19.663	Neutral
00:24:48.723	Happy
00:24:51.896	Neutral
00:25:17.783	Unknown
00:25:23.127	Neutral
00:25:26.634	Happy
00:25:30.475	Neutral
00:25:31.645	Happy
00:25:32.647	Neutral
00:25:34.484	Unknown
00:25:37.490	Neutral
00:25:44.003	Sad
00:25:44.838	Neutral
00:25:46.842	Unknown
00:25:49.348	Neutral
00:25:52.855	Unknown
00:26:46.131	END
