Video analysis state log

Face Model	General
Calibration	Continuous
Start time	11/18/2022 14:29:08.754
Filename	C:\Charles-Pension\Session-11112022\15-11\PC6-15-11-2022-16-10-08.mp4
Frame rate	6.557166570

Age	Gender
20.000000000	Female


Video Time	Dominant Expression
00:00:00.000	Unknown
00:00:01.372	Neutral
00:00:16.470	Unknown
00:00:17.690	Neutral
00:00:58.561	Angry
00:01:00.849	Neutral
00:01:26.775	Angry
00:01:28.147	Neutral
00:01:33.180	Sad
00:01:36.993	Neutral
00:01:38.060	Sad
00:01:39.738	Neutral
00:01:42.178	Angry
00:01:46.448	Neutral
00:01:50.108	Angry
00:01:51.176	Neutral
00:02:25.489	Sad
00:02:26.557	Neutral
00:02:32.504	Angry
00:02:35.249	Neutral
00:02:36.317	Angry
00:02:45.315	Neutral
00:02:49.585	Angry
00:02:50.652	Neutral
00:02:56.753	Angry
00:03:18.408	Neutral
00:03:21.306	Sad
00:03:22.373	Neutral
00:03:25.881	Sad
00:03:26.644	Neutral
00:03:28.474	Sad
00:03:29.694	Neutral
00:03:36.099	Sad
00:03:40.674	Neutral
00:05:44.661	Angry
00:05:47.253	Neutral
00:05:48.473	Angry
00:05:49.236	Neutral
00:05:50.456	Angry
00:06:00.521	Neutral
00:06:03.114	Angry
00:06:04.791	Neutral
00:06:08.146	Angry
00:06:29.039	Neutral
00:06:50.543	Angry
00:06:51.610	Neutral
00:07:01.828	Angry
00:07:17.536	Sad
00:07:18.299	Angry
00:07:59.627	Neutral
00:08:04.050	Angry
00:08:06.185	Neutral
00:08:07.863	Angry
00:08:09.235	Neutral
00:08:11.980	Angry
00:08:15.030	Neutral
00:08:37.754	Sad
00:08:38.669	Neutral
00:08:42.634	Sad
00:08:44.921	Unknown
00:08:46.294	Neutral
00:08:49.344	Sad
00:08:51.632	Neutral
00:08:53.767	Sad
00:08:54.834	Neutral
00:08:57.579	Sad
00:09:03.222	Neutral
00:10:23.745	Sad
00:10:27.100	Neutral
00:10:32.132	Unknown
00:10:33.505	Sad
00:10:35.182	Neutral
00:10:45.858	Sad
00:10:46.620	Neutral
00:10:58.211	Sad
00:11:00.498	Neutral
00:11:38.014	Angry
00:12:16.293	Neutral
00:12:19.038	Angry
00:12:21.326	Neutral
00:12:22.088	Angry
00:12:33.374	Neutral
00:12:59.910	Angry
00:13:07.687	Neutral
00:13:08.602	Angry
00:14:05.029	Neutral
00:14:08.994	Angry
00:14:16.314	Neutral
00:14:20.737	Angry
00:14:22.567	Neutral
00:14:25.922	Happy
00:14:26.685	Neutral
00:14:28.362	Angry
00:15:33.482	Neutral
00:15:44.767	Angry
00:15:45.530	Neutral
00:15:58.340	Angry
00:15:59.255	Neutral
00:16:06.271	Angry
00:16:07.033	Neutral
00:16:13.743	Disgusted
00:16:14.506	Neutral
00:16:18.471	Happy
00:16:19.996	Neutral
00:16:22.131	Angry
00:16:23.046	Neutral
00:16:24.266	Angry
00:16:26.096	Neutral
00:16:38.907	Angry
00:16:58.580	Neutral
00:17:00.715	Angry
00:17:05.900	Neutral
00:17:08.798	Angry
00:17:09.713	Neutral
00:17:11.238	Angry
00:17:13.678	Neutral
00:17:24.353	Unknown
00:17:25.726	Angry
00:17:33.046	Neutral
00:17:40.671	Angry
00:17:41.586	Neutral
00:17:43.874	Angry
00:17:47.991	Neutral
00:17:51.194	Angry
00:18:47.468	Neutral
00:18:50.671	Angry
00:19:32.152	Neutral
00:21:10.670	Angry
00:21:14.025	Neutral
00:21:15.245	Unknown
00:21:16.160	Neutral
00:21:22.108	Angry
00:21:22.871	Neutral
00:21:30.496	Disgusted
00:21:35.071	Neutral
00:21:36.291	Angry
00:21:37.511	Neutral
00:21:39.494	Disgusted
00:21:40.714	Neutral
00:21:45.136	Disgusted
00:21:51.084	Neutral
00:21:56.574	Disgusted
00:21:57.489	Neutral
00:21:58.404	Disgusted
00:22:02.369	Neutral
00:22:16.095	Angry
00:22:17.772	Neutral
00:22:20.060	Angry
00:22:21.738	Neutral
00:23:26.400	Angry
00:23:27.162	Neutral
00:23:32.347	Angry
00:23:37.227	Neutral
00:23:39.210	Angry
00:23:43.175	Neutral
00:23:45.768	Angry
00:23:48.818	Neutral
00:23:52.935	Happy
00:23:57.816	Disgusted
00:24:02.543	Neutral
00:24:03.458	Angry
00:24:09.101	Neutral
00:24:11.084	Sad
00:24:12.456	Neutral
00:24:24.352	Angry
00:24:26.029	Neutral
00:24:44.025	Unknown
00:24:46.617	Neutral
00:24:47.532	Sad
00:24:49.820	Neutral
00:24:51.650	Unknown
00:25:03.393	Neutral
00:25:04.613	Unknown
00:25:09.035	Neutral
00:25:15.746	Unknown
00:25:20.778	Neutral
00:25:24.743	Sad
00:25:25.506	Neutral
00:25:52.499	Unknown
00:26:08.055	Neutral
00:26:10.800	Unknown
00:26:37.336	Neutral
00:26:47.859	Unknown
00:26:48.469	Neutral
00:27:28.425	Unknown
00:27:38.033	Neutral
00:27:44.133	Unknown
00:27:49.471	Neutral
00:27:57.248	Sad
00:28:01.823	Unknown
00:28:10.059	Neutral
00:28:13.261	Unknown
00:28:16.006	Neutral
00:28:17.531	Unknown
00:28:18.294	Neutral
00:28:19.209	Unknown
00:28:20.124	Neutral
00:28:21.649	Unknown
00:28:28.512	Neutral
00:29:23.109	Sad
00:29:23.871	Neutral
00:29:30.734	Angry
00:29:31.649	Neutral
00:29:33.936	Angry
00:29:34.699	Neutral
00:29:41.104	Sad
00:29:42.324	Neutral
00:30:38.446	Angry
00:30:43.021	Neutral
00:30:50.341	Sad
00:30:51.409	Neutral
00:30:53.849	Sad
00:30:55.069	Neutral
00:31:16.572	Sad
00:31:19.927	Unknown
00:31:26.790	Neutral
00:31:28.315	Unknown
00:31:29.993	Neutral
00:31:44.023	Unknown
00:31:56.834	END
