Video analysis state log

Face Model	General
Calibration	Continuous
Start time	11/18/2022 14:04:28.539
Filename	C:\Charles-Pension\Session-11112022\15-11\PC4-15-11-2022-14-47-36.mp4
Frame rate	6.618681832

Age	Gender
24.000000000	Female


Video Time	Dominant Expression
00:00:00.000	Unknown
00:00:01.359	Neutral
00:01:30.652	Sad
00:01:31.710	Neutral
00:01:56.337	Sad
00:01:57.092	Neutral
00:02:55.412	Sad
00:02:56.168	Neutral
00:03:09.614	Unknown
00:03:10.521	Neutral
00:03:44.213	Sad
00:03:45.271	Neutral
00:04:17.453	Sad
00:04:18.510	Neutral
00:04:20.021	Sad
00:04:22.438	Neutral
00:04:42.986	Sad
00:04:43.893	Neutral
00:04:57.944	Sad
00:04:59.153	Neutral
00:05:01.268	Sad
00:05:03.383	Unknown
00:05:04.743	Neutral
00:05:21.967	Unknown
00:05:22.571	Neutral
00:05:31.637	Unknown
00:05:33.147	Sad
00:05:34.356	Neutral
00:05:35.867	Sad
00:05:36.925	Neutral
00:05:37.831	Sad
00:05:45.083	Neutral
00:05:50.674	Sad
00:06:04.876	Neutral
00:06:07.746	Sad
00:06:08.653	Neutral
00:06:10.013	Sad
00:06:15.905	Neutral
00:06:57.303	Sad
00:06:58.663	Neutral
00:07:03.044	Unknown
00:07:03.800	Neutral
00:07:04.555	Sad
00:07:05.311	Neutral
00:07:09.239	Sad
00:07:13.772	Neutral
00:07:14.678	Sad
00:07:16.945	Unknown
00:07:18.304	Neutral
00:07:50.335	Sad
00:07:51.544	Neutral
00:08:01.817	Sad
00:08:03.479	Neutral
00:08:17.380	Sad
00:08:20.099	Neutral
00:10:00.421	Surprised
00:10:01.177	Neutral
00:10:02.083	Surprised
00:10:02.990	Neutral
00:10:06.918	Surprised
00:10:10.091	Neutral
00:10:13.868	Surprised
00:10:14.623	Neutral
00:10:47.863	Sad
00:10:48.618	Neutral
00:10:54.057	Sad
00:10:54.964	Neutral
00:11:14.907	Sad
00:11:19.893	Neutral
00:11:32.887	Sad
00:11:33.793	Neutral
00:12:26.523	Sad
00:12:30.300	Neutral
00:12:52.812	Unknown
00:12:54.172	Surprised
00:12:55.229	Neutral
00:13:00.517	Surprised
00:13:03.388	Neutral
00:13:04.295	Surprised
00:13:05.050	Neutral
00:14:52.171	Sad
00:14:52.927	Neutral
00:15:11.208	Sad
00:15:11.964	Neutral
00:15:19.518	Sad
00:15:21.029	Neutral
00:15:21.784	Sad
00:15:22.691	Neutral
00:15:56.534	Surprised
00:15:57.441	Sad
00:16:00.160	Neutral
00:16:01.218	Angry
00:16:01.974	Surprised
00:16:02.880	Neutral
00:16:08.924	Angry
00:16:10.434	Neutral
00:16:14.514	Angry
00:16:15.420	Neutral
00:16:17.687	Sad
00:16:19.500	Neutral
00:16:23.277	Angry
00:16:24.183	Neutral
00:16:26.752	Angry
00:16:27.507	Surprised
00:16:28.414	Sad
00:16:29.925	Neutral
00:16:39.896	Surprised
00:16:41.710	Neutral
00:16:47.904	Sad
00:16:49.264	Neutral
00:16:50.170	Sad
00:16:52.437	Neutral
00:16:54.552	Angry
00:16:55.307	Neutral
00:16:58.480	Sad
00:17:01.049	Neutral
00:17:13.891	Sad
00:17:14.798	Neutral
00:17:25.072	Sad
00:17:26.431	Neutral
00:17:53.476	Sad
00:17:57.102	Neutral
00:18:00.275	Sad
00:18:01.182	Surprised
00:18:02.239	Neutral
00:18:09.491	Surprised
00:18:10.247	Neutral
00:18:11.304	Surprised
00:18:12.060	Neutral
00:18:20.974	Sad
00:18:21.881	Neutral
00:18:35.781	Angry
00:18:36.536	Neutral
00:18:50.285	Angry
00:18:52.249	Neutral
00:18:54.062	Sad
00:18:55.573	Neutral
00:18:57.990	Sad
00:18:59.501	Unknown
00:19:00.861	Neutral
00:19:04.789	Surprised
00:19:07.660	Neutral
00:19:11.286	Sad
00:19:13.401	Neutral
00:19:21.409	Sad
00:19:25.337	Neutral
00:19:44.223	Surprised
00:19:46.490	Neutral
00:20:04.318	Sad
00:20:06.433	Neutral
00:20:18.067	Surprised
00:20:20.182	Neutral
00:20:24.261	Surprised
00:20:25.319	Neutral
00:20:31.363	Surprised
00:20:32.269	Neutral
00:20:33.176	Surprised
00:20:35.442	Neutral
00:20:41.485	Surprised
00:20:42.543	Neutral
00:20:48.586	Surprised
00:20:49.493	Neutral
00:20:58.105	Sad
00:21:00.976	Neutral
00:21:14.271	Sad
00:21:15.480	Neutral
00:21:29.682	Sad
00:21:32.704	Neutral
00:21:37.992	Surprised
00:21:39.050	Neutral
00:21:41.467	Sad
00:21:42.978	Neutral
00:21:49.626	Sad
00:21:50.986	Neutral
00:22:08.814	Surprised
00:22:09.569	Neutral
00:22:24.980	Surprised
00:22:26.189	Neutral
00:22:43.564	Sad
