Video analysis state log

Face Model	General
Calibration	Continuous
Start time	1/12/2023 11:05:52.352
Filename	C:\Charles-Pension\Session-11212022\28-11\PC10-28-11-2022-16-15-57.mp4
Frame rate	7.134557330

Age	Gender
26.000000000	Male


Video Time	Dominant Expression
00:00:00.000	Unknown
00:00:01.261	Neutral
00:00:45.132	Angry
00:00:46.393	Neutral
00:00:50.318	Angry
00:00:51.019	Neutral
00:01:11.202	Angry
00:01:13.585	Neutral
00:05:24.897	Sad
00:05:26.579	Neutral
00:05:48.585	Sad
00:05:49.846	Neutral
00:06:13.674	Sad
00:06:14.515	Neutral
00:06:15.636	Sad
00:06:18.579	Neutral
00:06:47.453	Angry
00:06:48.855	Neutral
00:07:24.736	Sad
00:07:25.577	Neutral
00:08:37.901	Angry
00:08:42.667	Sad
00:08:46.872	Neutral
00:08:48.273	Sad
00:08:51.777	Angry
00:08:52.759	Neutral
00:08:54.160	Unknown
00:08:55.422	Angry
00:09:00.047	Neutral
00:09:02.149	Angry
00:09:07.896	Neutral
00:09:09.298	Angry
00:09:13.082	Neutral
00:09:36.630	Sad
00:09:37.330	Neutral
00:09:39.993	Sad
00:09:42.516	Neutral
00:09:45.880	Sad
00:09:46.721	Neutral
00:09:47.843	Sad
00:09:48.684	Neutral
00:10:30.592	Angry
00:10:32.555	Neutral
00:10:54.840	Sad
00:10:55.962	Neutral
00:12:04.081	Sad
00:12:04.782	Neutral
00:12:15.855	Sad
00:12:17.536	Neutral
00:12:18.237	Sad
00:12:19.359	Neutral
00:12:59.445	Angry
00:13:00.566	Neutral
00:13:17.106	Sad
00:13:17.807	Neutral
00:13:57.192	Angry
00:14:00.556	Neutral
00:14:04.481	Unknown
00:14:05.041	Neutral
00:14:07.564	Angry
00:14:09.947	Neutral
00:14:12.470	Angry
00:14:14.152	Neutral
00:15:08.956	Angry
00:15:10.638	Neutral
00:17:54.348	Happy
00:17:55.189	Angry
00:17:56.030	Neutral
00:17:57.291	Angry
00:17:58.833	Unknown
00:18:00.095	Neutral
00:18:07.663	Angry
00:18:08.364	Neutral
00:18:15.092	Angry
00:18:16.073	Neutral
00:20:55.719	Sad
00:20:56.419	Neutral
00:22:02.296	Sad
00:22:04.258	Neutral
00:22:09.584	Sad
00:22:12.388	Neutral
00:22:13.649	Sad
00:22:15.191	Neutral
00:22:19.396	Angry
00:22:20.097	Neutral
00:23:45.316	Sad
00:23:46.297	Neutral
00:23:47.278	Sad
00:23:47.979	Neutral
00:23:53.445	Sad
00:23:54.987	Neutral
00:24:23.440	Sad
00:24:25.683	Neutral
00:25:29.317	Angry
00:25:31.559	Neutral
00:26:06.740	Sad
00:26:08.142	Neutral
00:26:47.247	Sad
00:26:48.509	Neutral
00:26:51.031	Sad
00:26:56.358	Neutral
00:26:57.058	Sad
00:27:00.563	Neutral
00:27:02.104	Sad
00:27:03.085	Neutral
00:27:46.676	Angry
00:27:48.358	Neutral
00:29:53.804	Sad
00:29:54.645	Neutral
00:30:00.672	Sad
00:30:01.373	Neutral
00:30:30.667	Sad
00:30:32.068	Neutral
00:30:35.152	Sad
00:30:38.936	Neutral
00:30:40.198	Sad
00:30:42.581	Neutral
00:30:55.756	Sad
00:30:59.120	Angry
00:31:00.101	Sad
00:31:03.184	Unknown
00:31:04.446	Neutral
00:31:20.985	Unknown
00:31:22.667	Neutral
00:31:24.209	Unknown
00:31:37.244	Neutral
00:31:40.187	END
