Video analysis state log

Face Model	General
Calibration	Continuous
Start time	11/20/2022 23:40:56.566
Filename	C:\Charles-Pension\Session-11112022\17-11\PC1-17-11-2022-16-59-39.mp4
Frame rate	6.971445295

Age	Gender
32.000000000	Female


Video Time	Dominant Expression
00:00:00.000	Unknown
00:00:01.290	Neutral
00:00:24.385	Sad
00:00:25.389	Neutral
00:01:06.987	Unknown
00:01:10.573	Neutral
00:02:14.548	Sad
00:02:15.409	Neutral
00:02:23.585	Sad
00:02:24.876	Neutral
00:02:32.479	Sad
00:02:35.921	Neutral
00:02:37.069	Sad
00:02:39.077	Neutral
00:02:40.225	Sad
00:02:46.679	Neutral
00:02:50.983	Sad
00:02:53.708	Neutral
00:02:56.290	Sad
00:03:03.606	Neutral
00:03:07.622	Sad
00:03:12.929	Neutral
00:03:13.933	Sad
00:03:16.229	Neutral
00:03:17.089	Sad
00:03:18.380	Neutral
00:03:19.384	Sad
00:03:25.122	Neutral
00:03:25.983	Sad
00:03:29.282	Neutral
00:03:30.142	Sad
00:03:33.585	Neutral
00:03:37.888	Sad
00:03:38.749	Neutral
00:03:49.794	Sad
00:03:51.372	Neutral
00:04:13.749	Sad
00:04:17.048	Neutral
00:04:33.687	Sad
00:04:36.269	Neutral
00:04:55.060	Sad
00:04:55.777	Neutral
00:04:57.642	Sad
00:04:58.790	Neutral
00:05:21.597	Sad
00:05:27.048	Neutral
00:05:41.105	Happy
00:05:43.831	Neutral
00:06:00.900	Sad
00:06:02.622	Unknown
00:06:03.913	Neutral
00:06:17.253	Sad
00:06:18.831	Neutral
00:06:29.302	Sad
00:06:30.449	Neutral
00:07:41.310	Angry
00:07:42.314	Neutral
00:08:20.613	Sad
00:08:21.761	Neutral
00:08:23.912	Sad
00:08:27.068	Neutral
00:08:32.662	Sad
00:08:33.953	Neutral
00:08:36.105	Sad
00:08:38.113	Neutral
00:08:38.830	Sad
00:08:45.142	Neutral
00:10:17.088	Sad
00:10:17.949	Neutral
00:10:22.539	Sad
00:10:23.400	Neutral
00:12:22.026	Sad
00:12:22.887	Neutral
00:13:44.075	Sad
00:13:48.522	Neutral
00:13:49.239	Sad
00:13:51.391	Neutral
00:14:37.723	Angry
00:14:43.891	Neutral
00:14:45.182	Angry
00:14:50.633	Neutral
00:15:01.821	Angry
00:15:02.538	Neutral
00:15:05.120	Angry
00:15:05.981	Neutral
00:18:55.345	Unknown
00:18:57.784	Neutral
00:19:47.415	Sad
00:19:48.275	Neutral
00:19:50.284	Sad
00:19:53.583	Neutral
00:19:54.587	Sad
00:19:55.734	Neutral
00:20:03.911	Sad
00:20:06.206	Neutral
00:20:06.923	Sad
00:20:07.640	Neutral
00:20:34.894	Sad
00:20:35.755	Neutral
00:20:38.337	Sad
00:20:51.533	Neutral
00:20:53.398	Sad
00:20:54.546	Neutral
00:20:56.697	Sad
00:20:57.415	Neutral
00:20:59.710	Unknown
00:21:01.144	Neutral
00:21:07.886	Unknown
00:21:10.611	Neutral
00:21:15.775	END
