Video analysis state log

Face Model	General
Calibration	Continuous
Start time	1/12/2023 16:13:33.197
Filename	C:\Charles-Pension\Session-11212022\30-11\PC10-30-11-2022-16-26-08.mp4
Frame rate	6.905690907

Age	Gender
20.000000000	Female


Video Time	Dominant Expression
00:00:00.000	Unknown
00:00:01.303	Neutral
00:01:18.485	Sad
00:01:19.644	Neutral
00:01:22.251	Sad
00:01:23.119	Neutral
00:02:07.720	Sad
00:02:08.589	Neutral
00:02:10.761	Sad
00:02:11.630	Neutral
00:02:12.499	Sad
00:02:13.513	Neutral
00:02:16.843	Sad
00:02:17.857	Neutral
00:02:18.726	Sad
00:02:19.595	Neutral
00:02:36.682	Sad
00:02:39.144	Neutral
00:02:40.881	Sad
00:02:42.040	Neutral
00:06:13.170	Sad
00:06:14.184	Neutral
00:07:28.181	Sad
00:07:29.049	Neutral
00:08:49.563	Sad
00:08:50.721	Neutral
00:09:02.885	Sad
00:09:05.202	Neutral
00:09:05.926	Sad
00:09:07.085	Neutral
00:09:11.429	Sad
00:09:14.180	Neutral
00:09:30.978	Sad
00:09:31.847	Neutral
00:09:58.636	Sad
00:10:00.084	Neutral
00:10:14.710	Sad
00:10:15.434	Neutral
00:10:43.237	Sad
00:10:43.961	Neutral
00:10:45.264	Sad
00:10:47.581	Neutral
00:10:57.718	Sad
00:10:59.600	Neutral
00:11:01.628	Sad
00:11:02.497	Neutral
00:11:37.395	Sad
00:11:38.409	Neutral
00:11:40.581	Sad
00:11:42.464	Neutral
00:11:46.084	Unknown
00:11:48.835	Sad
00:11:53.324	Neutral
00:12:18.086	Sad
00:12:20.693	Neutral
00:13:30.635	Sad
00:13:32.663	Neutral
00:13:35.848	Sad
00:13:36.862	Neutral
00:14:00.900	Sad
00:14:01.914	Neutral
00:14:29.427	Sad
00:14:30.441	Neutral
00:14:31.744	Sad
00:14:32.468	Neutral
00:14:37.102	Sad
00:14:38.405	Neutral
00:14:42.895	Happy
00:14:44.487	Neutral
00:14:55.782	Sad
00:14:56.796	Neutral
00:15:06.353	Sad
00:15:14.463	Neutral
00:15:17.793	Sad
00:15:18.517	Neutral
00:15:51.389	Happy
00:15:54.285	Neutral
00:16:20.785	Sad
00:16:22.088	Neutral
00:16:27.880	Happy
00:16:29.763	Neutral
00:16:34.976	Sad
00:16:40.623	Neutral
00:16:43.375	Sad
00:16:45.837	Neutral
00:16:49.167	Sad
00:16:50.905	Neutral
00:17:00.317	Happy
00:17:02.055	Neutral
00:17:47.235	Angry
00:17:47.959	Neutral
00:17:49.118	Happy
00:17:50.855	Neutral
00:19:12.238	Sad
00:19:13.396	Neutral
00:22:30.480	Sad
00:22:31.494	Neutral
00:27:09.235	Sad
00:27:10.684	Neutral
00:27:12.421	Sad
00:27:14.449	Neutral
00:27:15.462	Sad
00:27:17.634	Neutral
00:27:19.082	Sad
00:27:21.689	Neutral
00:27:29.364	Sad
00:27:31.391	Neutral
00:27:48.334	Sad
00:27:51.230	Neutral
00:27:55.574	Sad
00:27:56.733	Neutral
00:27:57.891	Sad
00:28:00.063	Neutral
00:28:28.735	Sad
00:28:30.183	Neutral
00:29:21.011	Sad
00:29:21.880	Neutral
00:29:30.279	Sad
00:29:34.768	Neutral
00:29:40.270	Sad
00:29:41.429	Neutral
00:29:42.153	Sad
00:29:42.877	Neutral
00:30:00.543	Unknown
00:30:02.716	Neutral
00:30:11.838	END
