Video analysis state log

Face Model	General
Calibration	Continuous
Start time	1/11/2023 22:02:30.302
Filename	C:\Charles-Pension\Session-11212022\23-11\PC2-23-11-2022-15-53-31.mp4
Frame rate	7.206946381

Age	Gender
31.000000000	Male


Video Time	Dominant Expression
00:00:00.000	Unknown
00:00:01.248	Neutral
00:01:02.162	Sad
00:01:02.994	Neutral
00:01:13.123	Sad
00:01:15.066	Neutral
00:01:17.841	Sad
00:01:18.535	Neutral
00:01:35.879	Unknown
00:01:36.712	Neutral
00:02:01.410	Sad
00:02:02.104	Neutral
00:02:08.209	Sad
00:02:09.180	Neutral
00:02:51.778	Sad
00:02:52.750	Neutral
00:03:03.156	Sad
00:03:05.931	Neutral
00:03:06.625	Sad
00:03:07.319	Neutral
00:04:16.835	Unknown
00:04:17.390	Neutral
00:04:26.132	Sad
00:04:28.213	Neutral
00:04:48.332	Sad
00:04:49.304	Neutral
00:06:19.356	Sad
00:06:20.050	Neutral
00:07:37.752	Sad
00:07:39.834	Neutral
00:08:04.116	Sad
00:08:10.082	Neutral
00:08:18.685	Sad
00:08:19.379	Neutral
00:08:23.264	Sad
00:08:24.374	Neutral
00:09:24.732	Sad
00:09:28.340	Neutral
00:09:32.503	Sad
00:09:34.307	Neutral
00:09:36.943	Sad
00:09:40.828	Neutral
00:09:47.211	Sad
00:09:47.905	Neutral
00:10:00.254	Sad
00:10:03.861	Neutral
00:10:51.871	Sad
00:10:55.339	Neutral
00:11:02.971	Unknown
00:11:04.220	Sad
00:11:05.330	Neutral
00:11:11.990	Sad
00:11:19.899	Neutral
00:11:21.980	Sad
00:11:24.478	Neutral
00:11:25.311	Sad
00:11:26.421	Neutral
00:11:29.057	Unknown
00:11:30.306	Sad
00:11:33.358	Neutral
00:11:36.966	Sad
00:11:41.406	Neutral
00:11:42.239	Sad
00:11:43.210	Neutral
00:11:44.042	Sad
00:11:52.229	Neutral
00:11:53.339	Sad
00:11:58.057	Neutral
00:12:01.664	Sad
00:12:07.770	Neutral
00:12:10.822	Sad
00:12:13.181	Neutral
00:12:16.511	Sad
00:12:19.841	Neutral
00:12:28.444	Sad
00:12:30.248	Neutral
00:12:31.774	Sad
00:12:42.458	Neutral
00:12:45.788	Sad
00:12:47.037	Neutral
00:12:50.367	Sad
00:12:54.808	Neutral
00:12:55.501	Sad
00:12:57.028	Neutral
00:13:00.635	Sad
00:13:03.965	Neutral
00:13:06.185	Sad
00:13:06.879	Neutral
00:13:13.401	Sad
00:13:14.511	Neutral
00:13:15.343	Sad
00:13:16.176	Neutral
00:13:17.286	Sad
00:13:20.893	Neutral
