Video analysis state log

Face Model	General
Calibration	Continuous
Start time	1/12/2023 17:21:50.667
Filename	C:\Charles-Pension\Session-11212022\30-11\PC7-30-11-2022-16-15-48.mp4
Frame rate	7.048630181

Age	Gender
24.000000000	Female


Video Time	Dominant Expression
00:00:00.000	Unknown
00:00:01.276	Neutral
00:00:04.539	Angry
00:00:05.674	Neutral
00:00:12.342	Angry
00:00:13.052	Neutral
00:00:39.582	Angry
00:00:40.717	Neutral
00:00:57.883	Sad
00:00:59.160	Neutral
00:01:10.368	Angry
00:01:19.873	Neutral
00:01:23.987	Angry
00:01:24.697	Neutral
00:01:25.832	Angry
00:01:26.683	Neutral
00:01:44.701	Angry
00:01:46.403	Neutral
00:02:40.456	Angry
00:02:42.017	Neutral
00:04:27.144	Angry
00:04:27.853	Neutral
00:04:34.947	Angry
00:04:35.798	Neutral
00:04:36.507	Angry
00:04:38.068	Neutral
00:05:09.138	Angry
00:05:09.989	Neutral
00:05:12.542	Angry
00:05:13.961	Neutral
00:05:19.778	Angry
00:05:20.487	Neutral
00:05:22.332	Angry
00:05:25.595	Neutral
00:05:29.000	Angry
00:05:30.276	Neutral
00:05:33.539	Angry
00:05:34.533	Neutral
00:05:36.093	Angry
00:05:37.654	Neutral
00:05:38.363	Angry
00:05:43.612	Neutral
00:05:59.360	Angry
00:06:03.049	Neutral
00:06:04.751	Angry
00:06:10.000	Neutral
00:06:11.845	Angry
00:06:12.696	Neutral
00:06:27.167	Angry
00:06:28.728	Neutral
00:06:43.908	Angry
00:06:48.590	Neutral
00:06:49.299	Angry
00:06:50.150	Neutral
00:08:24.495	Angry
00:08:25.630	Neutral
00:08:26.339	Angry
00:08:27.048	Neutral
00:08:44.640	Angry
00:08:45.492	Neutral
00:08:53.011	Angry
00:08:56.132	Sad
00:08:56.983	Angry
00:08:59.395	Neutral
00:09:04.219	Angry
00:09:08.475	Neutral
00:09:10.461	Sad
00:09:11.170	Neutral
00:09:12.022	Angry
00:09:15.710	Neutral
00:09:18.973	Angry
00:09:20.676	Neutral
00:09:21.527	Angry
00:09:22.520	Neutral
00:09:23.797	Angry
00:09:25.641	Neutral
00:09:27.344	Angry
00:09:31.316	Neutral
00:09:45.503	Angry
00:09:47.915	Neutral
00:09:54.016	Sad
00:09:55.151	Neutral
00:10:36.577	Angry
00:10:42.819	Neutral
00:10:50.764	Angry
00:10:52.892	Neutral
00:10:58.851	Angry
00:11:01.263	Neutral
00:11:02.823	Angry
00:11:05.093	Neutral
00:11:06.370	Angry
00:11:11.903	Neutral
00:11:12.896	Sad
00:11:13.889	Angry
00:11:17.862	Neutral
00:11:37.156	Angry
00:11:38.291	Neutral
00:11:39.142	Angry
00:11:43.399	Neutral
00:11:44.817	Angry
00:11:46.662	Neutral
00:11:48.506	Angry
00:11:51.060	Neutral
00:11:52.336	Sad
00:11:53.188	Neutral
00:12:10.212	Angry
00:12:13.617	Neutral
00:12:15.887	Angry
00:12:21.846	Neutral
00:12:24.116	Angry
00:12:26.669	Neutral
00:12:29.932	Sad
00:12:32.202	Neutral
00:12:33.337	Angry
00:12:34.189	Neutral
00:12:35.465	Sad
00:12:39.863	Neutral
00:13:00.719	Angry
