Video analysis state log

Face Model	General
Calibration	Continuous
Start time	11/18/2022 02:34:43.246
Filename	C:\Charles-Pension\Session-11112022\11-11\PC7-11-11-2022-12-01-15.mp4
Frame rate	5.418092798

Age	Gender
22.000000000	Female


Video Time	Dominant Expression
00:00:00.000	Unknown
00:00:01.291	Neutral
00:00:17.349	Sad
00:00:18.272	Neutral
00:00:24.178	Sad
00:00:28.607	Neutral
00:01:17.518	Sad
00:01:41.880	Neutral
00:01:42.619	Sad
00:01:51.478	Neutral
00:01:52.585	Sad
00:01:54.246	Unknown
00:01:54.800	Sad
00:02:40.019	Neutral
00:02:40.942	Sad
00:03:02.536	Neutral
00:03:06.781	Sad
00:03:18.593	Neutral
00:03:30.959	Sad
00:03:34.651	Neutral
00:03:36.496	Sad
00:03:37.235	Neutral
00:03:39.265	Sad
00:03:42.956	Neutral
00:03:48.678	Unknown
00:03:49.416	Neutral
00:03:51.077	Sad
00:04:57.337	Neutral
00:04:58.075	Sad
00:05:03.796	Neutral
00:05:08.595	Sad
00:05:10.256	Neutral
00:05:17.085	Sad
00:05:19.485	Neutral
00:05:23.730	Sad
00:05:24.837	Neutral
00:05:29.267	Sad
00:05:33.143	Neutral
00:05:52.153	Sad
00:05:53.999	Neutral
00:06:08.210	Sad
00:06:11.348	Neutral
00:06:30.543	Sad
00:06:34.050	Neutral
00:06:39.587	Sad
00:06:45.308	Neutral
00:06:49.922	Sad
00:06:52.506	Neutral
00:07:03.949	Sad
00:07:05.795	Neutral
00:07:08.933	Angry
00:07:11.332	Neutral
00:08:04.672	Sad
00:08:13.716	Neutral
00:12:23.619	Sad
00:12:25.649	Neutral
00:12:28.787	Sad
00:12:29.710	Neutral
00:14:42.413	Sad
00:14:51.642	Neutral
00:14:52.380	Sad
00:14:54.041	Neutral
00:14:59.024	Sad
00:14:59.763	Neutral
00:16:07.314	Sad
00:16:08.052	Neutral
00:16:08.791	Sad
00:16:24.663	Neutral
00:16:25.586	Sad
00:16:33.523	Neutral
00:16:34.815	Sad
00:16:39.798	Neutral
00:16:42.935	Sad
00:16:46.258	Neutral
00:16:57.885	Sad
00:17:10.805	Unknown
00:17:12.835	Sad
00:17:15.235	Neutral
00:17:17.634	Sad
00:17:25.017	Neutral
00:17:26.493	Sad
00:17:43.842	Neutral
00:17:44.950	Sad
00:17:46.242	Neutral
00:17:47.718	Sad
00:17:51.779	Neutral
00:18:25.001	Sad
00:18:26.293	Neutral
00:18:27.769	Sad
00:18:29.800	Neutral
00:18:30.538	Sad
00:18:32.937	Neutral
00:18:33.676	Sad
00:18:36.813	Neutral
00:18:37.551	Sad
00:18:44.750	Neutral
00:18:46.595	Angry
00:18:48.256	Sad
00:18:52.501	Neutral
00:18:53.978	Sad
00:18:55.454	Neutral
00:19:01.361	Unknown
00:19:02.099	Neutral
00:19:04.314	Sad
00:19:10.035	Neutral
00:19:11.696	Sad
00:19:31.076	Unknown
00:19:31.629	Sad
00:19:32.368	Neutral
00:19:35.690	Sad
00:19:39.197	Neutral
00:19:40.304	Sad
00:19:44.549	Neutral
00:20:02.452	Disgusted
00:20:05.774	Neutral
00:20:06.882	Disgusted
00:20:12.050	Neutral
00:20:12.788	Disgusted
00:20:30.875	Neutral
00:20:31.798	Disgusted
00:20:34.567	Neutral
00:20:36.966	Sad
00:20:45.087	Neutral
00:21:02.436	Sad
00:21:03.175	Neutral
00:21:07.051	Sad
00:21:08.158	Neutral
00:21:13.510	Unknown
00:21:14.249	Neutral
00:22:41.918	Sad
00:22:43.025	Neutral
00:22:49.116	Sad
00:23:16.986	Neutral
00:23:18.278	Unknown
00:23:21.784	Neutral
00:23:26.214	Disgusted
00:23:27.690	Neutral
00:24:20.661	Unknown
00:24:21.584	Neutral
00:24:43.178	Sad
00:24:44.101	Neutral
00:24:45.208	Sad
00:24:48.900	Neutral
00:25:48.515	Sad
00:25:52.391	Neutral
00:25:53.683	Sad
00:25:54.606	Neutral
00:28:17.829	Sad
00:28:18.752	Neutral
00:28:56.773	Sad
00:29:01.572	Neutral
00:29:32.394	Happy
00:29:33.686	Neutral
00:29:54.358	Sad
00:29:59.341	Neutral
00:30:02.848	Surprised
00:30:03.586	Neutral
00:30:07.647	Surprised
00:30:10.969	Unknown
00:30:11.707	Surprised
00:30:12.445	Neutral
00:30:15.768	Surprised
00:30:17.429	Sad
00:30:18.721	Neutral
00:30:21.489	Surprised
00:30:24.442	Neutral
00:30:26.103	Sad
00:30:30.164	Neutral
00:30:32.932	Surprised
00:30:34.040	Neutral
00:30:36.808	Surprised
00:30:38.654	Neutral
00:31:01.356	Sad
00:31:03.570	Neutral
00:31:29.041	Sad
00:31:33.101	Neutral
00:31:38.454	Sad
00:31:42.145	Neutral
00:31:45.652	Sad
00:31:55.434	Neutral
00:31:58.018	Surprised
00:32:04.108	Neutral
00:32:11.122	Sad
00:32:13.706	Neutral
00:33:13.136	Unknown
00:33:13.875	Neutral
00:34:36.745	Surprised
00:34:37.668	Neutral
00:34:40.805	Surprised
00:34:41.544	Neutral
00:35:24.548	Surprised
00:35:25.286	Neutral
00:36:03.122	Surprised
00:36:05.891	Neutral
00:36:08.844	Surprised
00:36:11.981	Neutral
00:36:14.565	Surprised
00:36:16.965	Neutral
00:37:06.798	Sad
00:37:11.412	Neutral
00:37:28.023	Sad
00:37:30.053	Neutral
00:37:31.899	Sad
00:37:39.097	Neutral
00:37:47.772	Surprised
00:37:50.909	Neutral
00:38:02.352	Surprised
00:38:04.567	Neutral
00:38:21.363	Sad
00:38:22.286	Neutral
