Video analysis state log

Face Model	General
Calibration	Continuous
Start time	1/6/2023 23:31:56.598
Filename	C:\Charles-Pension\Session-11212022\22-11\PC7-22-11-2022-16-00-06.mp4
Frame rate	7.156715039

Age	Gender
32.000000000	Male


Video Time	Dominant Expression
00:00:00.000	Unknown
00:00:01.257	Neutral
00:03:20.790	Angry
00:03:21.628	Neutral
00:03:27.357	Angry
00:03:28.056	Neutral
00:03:28.894	Angry
00:03:30.152	Neutral
00:03:33.366	Angry
00:03:34.064	Neutral
00:03:34.903	Angry
00:03:37.557	Neutral
00:03:39.094	Angry
00:03:41.470	Neutral
00:03:42.308	Disgusted
00:03:45.662	Neutral
00:03:47.618	Angry
00:03:49.155	Neutral
00:04:10.813	Angry
00:04:11.512	Neutral
00:04:22.830	Angry
00:04:23.808	Neutral
00:04:31.772	Angry
00:04:32.471	Neutral
00:04:48.121	Angry
00:04:50.216	Neutral
00:05:01.534	Angry
00:05:02.792	Neutral
00:05:28.642	Disgusted
00:05:30.319	Neutral
00:05:51.837	Angry
00:05:53.374	Neutral
00:06:00.221	Angry
00:06:03.434	Neutral
00:06:04.413	Angry
00:06:09.862	Neutral
00:06:10.840	Angry
00:06:13.215	Neutral
00:06:16.848	Angry
00:06:19.503	Neutral
00:06:22.018	Angry
00:06:24.254	Neutral
00:06:29.284	Angry
00:06:30.262	Neutral
00:06:34.035	Angry
00:06:34.873	Neutral
00:06:49.685	Angry
00:06:50.523	Neutral
00:06:54.575	Angry
00:06:56.252	Neutral
00:06:57.370	Angry
00:06:58.208	Neutral
00:07:05.614	Angry
00:07:15.814	Neutral
00:07:19.307	Angry
00:07:20.565	Neutral
00:07:22.521	Angry
00:07:25.735	Neutral
00:07:27.411	Angry
00:07:29.228	Neutral
00:07:31.883	Angry
00:07:36.913	Neutral
00:07:41.384	Angry
00:07:45.437	Neutral
00:07:46.974	Angry
00:07:48.650	Neutral
00:07:51.026	Angry
00:07:53.681	Neutral
00:07:54.659	Angry
00:07:55.637	Neutral
00:07:59.409	Angry
00:08:00.108	Neutral
00:08:13.662	Angry
00:08:15.059	Neutral
00:08:33.643	Angry
00:08:34.621	Neutral
00:09:03.266	Angry
00:09:09.414	Neutral
00:09:11.230	Angry
00:09:17.937	Unknown
00:09:19.334	Disgusted
00:09:20.033	Neutral
00:09:21.570	Angry
00:09:22.967	Unknown
00:09:24.923	Angry
00:09:28.836	Disgusted
00:09:29.674	Angry
00:09:33.307	Unknown
00:09:33.866	Angry
00:09:35.962	Disgusted
00:09:44.905	Neutral
00:09:45.603	Angry
00:09:50.075	Disgusted
00:09:56.223	Neutral
00:09:57.341	Angry
00:09:59.576	Neutral
00:10:18.859	Angry
00:10:20.256	Neutral
00:10:54.769	Angry
00:10:58.961	Neutral
00:11:00.917	Angry
00:11:01.616	Neutral
00:11:35.430	Disgusted
00:11:36.269	Neutral
00:11:40.880	Disgusted
00:11:41.718	Neutral
00:11:43.954	Angry
00:11:45.770	Neutral
00:11:46.888	Angry
00:11:57.507	Neutral
00:12:01.280	Angry
00:12:05.193	Neutral
00:12:06.310	Angry
00:12:11.900	Neutral
00:14:17.236	Angry
00:14:19.472	Neutral
00:14:25.201	Disgusted
00:14:27.995	Neutral
00:14:52.169	Disgusted
00:14:54.684	Neutral
00:14:55.662	Disgusted
00:14:58.177	Neutral
00:14:58.876	Disgusted
00:14:59.993	Neutral
00:15:06.561	Angry
00:15:08.098	Neutral
00:15:11.311	Disgusted
00:15:12.988	Angry
00:15:13.687	Neutral
00:16:32.214	Angry
00:16:34.730	Neutral
00:16:48.563	Angry
00:16:50.519	Disgusted
